unit_id,plant_id,unit_name,plant_name,operating_status,primary_fuel,technology,capacity,capacity_rating,admin_0,admin_1,latitude,longitude,location_accuracy,secondary_fuel,tertiary_fuel,quaternary_fuel,quinary_fuel,start_date,retired_date,planned_retire_date,is_captive,captive_use,captive_sector,has_ccs,constructed_before,constructed_after,construction_date,river,operating_status_detail
TZPWR2403000054524U000,TZPWR2403000054524,Sahiwal power station - Unit 1,Sahiwal power station,operating,bituminous,coal-unspecified,660,MW,PAK,PAK-PB,30.71422,73.23802,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054524U001,TZPWR2403000054524,Sahiwal power station - Unit 2,Sahiwal power station,operating,bituminous,coal-unspecified,660,MW,PAK,PAK-PB,30.71422,73.23802,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054525U000,TZPWR2403000054525,Saif power station - 1,Saif power station,operating,natural-gas,combined-cycle,225,MW,PAK,PAK-PB,30.6961864,73.2593633,exact,diesel,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054526U000,TZPWR2403000054526,Saleh Pat solar farm,Saleh Pat solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-SD,24.8739,67.0169,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054527U000,TZPWR2403000054527,Salt Range power station - --,Salt Range power station,inactive,coal-unspecified,coal-unspecified,330,MW,PAK,PAK-PB,32.583333,73.05,approximate,NA,NA,NA,NA,,,,TRUE,industrial,metals/mining,FALSE,,,,,cancelled
TZPWR2403000054528U000,TZPWR2403000054528,Sapphire Electric power station - 1,Sapphire Electric power station,operating,natural-gas,combined-cycle,225,MW,PAK,PAK-PB,31.761001,74.035548,exact,diesel,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054529U000,TZPWR2403000054529,Sapphire wind farm (Pakistan),Sapphire wind farm (Pakistan),operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1218,67.8634,exact,NA,NA,NA,NA,01/01/2015,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054530U000,TZPWR2403000054530,Sapphire-Tricon wind farm,Sapphire-Tricon wind farm,operating,NA,wind-onshore,150,MW,PAK,PAK-SD,25.0541,67.8285,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054531U000,TZPWR2403000054531,Sehra hydroelectric plant,Sehra hydroelectric plant,inactive,water,hydro-unspecified,130,MW,PAK,PAK-JK,33.8441,73.7966,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Poonch River,inactive
TZPWR2403000054532U000,TZPWR2403000054532,Shafi Energy wind farm,Shafi Energy wind farm,inactive,NA,wind-onshore,50,MW,PAK,PAK-SD,24.916,67.6367,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054533U000,TZPWR2403000054533,Shaheen Renewable Energy wind farm,Shaheen Renewable Energy wind farm,inactive,NA,wind-onshore,51,MW,PAK,PAK-SD,25.1822,68.0633,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054534U000,TZPWR2403000054534,Shahtaj Sugar Mills power station - 1,Shahtaj Sugar Mills power station,committed,agricultural-waste-solids,biomass,32,MW,PAK,PAK-PB,32.5887,73.4546,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054535U000,TZPWR2403000054535,Sharmai hydroelectric plant,Sharmai hydroelectric plant,inactive,water,hydro-reservoir,150,MW,PAK,PAK-NW,35.1884,71.9625,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Panjkora River,inactive
TZPWR2403000054536U000,TZPWR2403000054536,Sheikhupura power station - --,Sheikhupura power station,committed,sub-bituminous,subcritical,31.5,MW,PAK,PAK-PB,31.6526,74.1808,approximate,agricultural-waste-solids,NA,NA,NA,01/01/2024,,,TRUE,non_industrial,iron/steel,FALSE,,,,,under_construction
TZPWR2403000054537U000,TZPWR2403000054537,Sheikoo Sugar Mill power station - 1,Sheikoo Sugar Mill power station,committed,agricultural-waste-solids,biomass,30,MW,PAK,PAK-PB,30.304,71.06001,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054538U000,TZPWR2403000054538,Shigo Kas hydroelectric plant,Shigo Kas hydroelectric plant,inactive,water,hydro-run-of-river,102,MW,PAK,PAK-NW,34.7534,71.7996,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Panjkora River,inactive
TZPWR2403000054539U000,TZPWR2403000054539,Shogo-Sin hydroelectric plant,Shogo-Sin hydroelectric plant,committed,water,hydro-run-of-river,137,MW,PAK,PAK-NW,35.8509,71.7902,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Lutkho River,pre_construction
TZPWR2403000054540U000,TZPWR2403000054540,Shushghai-Zhendoli hydroelectric plant,Shushghai-Zhendoli hydroelectric plant,inactive,water,hydro-run-of-river,144,MW,PAK,PAK-NW,36.3318,72.2872,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Tirich Gol River,inactive
TZPWR2403000054541U000,TZPWR2403000054541,Sialkot power station - Unit 1,Sialkot power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,32.497222,74.536111,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054541U001,TZPWR2403000054541,Sialkot power station - Unit 2,Sialkot power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,32.497222,74.536111,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054542U000,TZPWR2403000054542,Siddiqsons power station - --,Siddiqsons power station,committed,lignite,supercritical,330,MW,PAK,PAK-SD,24.783618,70.367088,approximate,NA,NA,NA,NA,01/01/2026,,,FALSE,,,FALSE,,,,,permitted
TZPWR2403000054543U000,TZPWR2403000054543,Sino Well wind farm,Sino Well wind farm,inactive,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1689,68.0339,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054544U000,TZPWR2403000054544,Site gas power station - 1,Site gas power station,operating,natural-gas,internal-combustion-combined-cycle,87.648,MW,PAK,PAK-SD,24.90491851,66.97593625,approximate,liquified-natural-gas,NA,NA,NA,01/01/2009,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054545U000,TZPWR2403000054545,Southern Electric Power Project power plant - 1:5,Southern Electric Power Project power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,117,MW,PAK,PAK-PB,31.29198088,74.24869071,exact,NA,NA,NA,NA,01/01/1999,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054546U000,TZPWR2403000054546,Suki Kinari hydroelectric plant,Suki Kinari hydroelectric plant,committed,water,hydro-reservoir,870,MW,PAK,PAK-NW,34.5001,73.2501,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,Kunhar River,under_construction
TZPWR2403000054547U000,TZPWR2403000054547,Sukkur solar farm - 1,Sukkur solar farm,committed,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,24.8739,67.0169,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054547U001,TZPWR2403000054547,Sukkur solar farm - 2,Sukkur solar farm,committed,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,24.8739,67.0169,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054547U002,TZPWR2403000054547,Sukkur solar farm - 3,Sukkur solar farm,committed,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,24.8739,67.0169,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054548U000,TZPWR2403000054548,Suraj solar farm,Suraj solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-PB,33.0282,72.0575,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054549U000,TZPWR2403000054549,Tapal Energy Power Project power plant - 1:12,Tapal Energy Power Project power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,126,MW,PAK,PAK-SD,25.00013621,66.90771194,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054550U000,TZPWR2403000054550,Tarbela 4th Extension hydroelectric plant,Tarbela 4th Extension hydroelectric plant,operating,water,hydro-reservoir,1410,MW,PAK,PAK-NW,34.0896,72.6867,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,Indus River,operating
TZPWR2403000054551U000,TZPWR2403000054551,Tarbela 5th Extension hydroelectric plant,Tarbela 5th Extension hydroelectric plant,committed,water,hydro-reservoir,1530,MW,PAK,PAK-NW,34.0877,72.6995,approximate,NA,NA,NA,NA,01/01/2026,,,FALSE,,,FALSE,,,,Indus River,under_construction
TZPWR2403000054552U000,TZPWR2403000054552,Tarbela hydroelectric plant,Tarbela hydroelectric plant,operating,water,hydro-reservoir,3478,MW,PAK,PAK-NW,34.0894,72.6875,exact,NA,NA,NA,NA,01/01/1977,,,FALSE,,,FALSE,,,,Indus River,operating
TZPWR2403000054553U000,TZPWR2403000054553,Tarbela solar farm - Attock District Floating solar farm,Tarbela solar farm,planned,NA,photovoltaic-unspecified,150,MW,PAK,PAK-PB,33.7811,72.2558,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054553U001,TZPWR2403000054553,Tarbela solar farm - Ghazi Barrage Floating solar farm,Tarbela solar farm,planned,NA,photovoltaic-unspecified,150,MW,PAK,PAK-PB,33.7811,72.2558,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054554U000,TZPWR2403000054554,Taunsa hydroelectric plant,Taunsa hydroelectric plant,committed,water,hydro-run-of-river,135,MW,PAK,PAK-PB,29.8333,70.5001,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054555U000,TZPWR2403000054555,Tenega Generasi wind farm,Tenega Generasi wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.6135,67.4298,exact,NA,NA,NA,NA,01/01/2016,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054556U000,TZPWR2403000054556,Thakot I hydroelectric plant,Thakot I hydroelectric plant,committed,water,hydro-run-of-river,2220,MW,PAK,PAK-NW,34.9117,72.8682,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054557U000,TZPWR2403000054557,Thakot II hydroelectric plant,Thakot II hydroelectric plant,planned,water,hydro-run-of-river,963,MW,PAK,PAK-NW,34.9117,72.8682,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054558U000,TZPWR2403000054558,Thakot III hydroelectric plant,Thakot III hydroelectric plant,planned,water,hydro-run-of-river,1683,MW,PAK,PAK-NW,34.7881,72.9296,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054559U000,TZPWR2403000054559,ThalNova power station - --,ThalNova power station,operating,lignite,circulating-fluidized-bed,330,MW,PAK,PAK-SD,24.815456,70.388369,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054560U000,TZPWR2403000054560,Thar Block I power station - Unit 1,Thar Block I power station,operating,coal-unspecified,subcritical,660,MW,PAK,PAK-SD,24.710803,70.302493,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054560U001,TZPWR2403000054560,Thar Block I power station - Unit 2,Thar Block I power station,operating,coal-unspecified,subcritical,660,MW,PAK,PAK-SD,24.710803,70.302493,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054561U000,TZPWR2403000054561,Thar Block II power station - Unit 1,Thar Block II power station,operating,lignite,subcritical,330,MW,PAK,PAK-SD,24.812481,70.394069,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054561U001,TZPWR2403000054561,Thar Block II power station - Unit 2,Thar Block II power station,operating,lignite,subcritical,330,MW,PAK,PAK-SD,24.812481,70.394069,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054562U000,TZPWR2403000054562,Thar Block III power station - --,Thar Block III power station,inactive,coal-unspecified,coal-unspecified,1320,MW,PAK,PAK-SD,24.783618,70.367088,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054563U000,TZPWR2403000054563,Thar Block IV power station - --,Thar Block IV power station,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-SD,24.783618,70.367088,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054564U000,TZPWR2403000054564,Thar Block VI power station - Unit 1,Thar Block VI power station,planned,lignite,supercritical,700,MW,PAK,PAK-SD,24.840802,70.315075,approximate,NA,NA,NA,NA,01/01/2028,,,FALSE,,,FALSE,,,,,pre_permit
TZPWR2403000054564U001,TZPWR2403000054564,Thar Block VI power station - Unit 2,Thar Block VI power station,planned,lignite,supercritical,700,MW,PAK,PAK-SD,24.840802,70.315075,approximate,NA,NA,NA,NA,01/01/2028,,,FALSE,,,FALSE,,,,,pre_permit
TZPWR2403000054565U000,TZPWR2403000054565,Thar Energy Limited power station - --,Thar Energy Limited power station,operating,lignite,circulating-fluidized-bed,330,MW,PAK,PAK-SD,24.806214,70.400501,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054566U000,TZPWR2403000054566,Thar Hassan power station - Unit 1,Thar Hassan power station,inactive,coal-unspecified,subcritical,250,MW,PAK,PAK-SD,24.7,70.2,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054566U001,TZPWR2403000054566,Thar Hassan power station - Unit 2,Thar Hassan power station,inactive,coal-unspecified,subcritical,250,MW,PAK,PAK-SD,24.7,70.2,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054566U002,TZPWR2403000054566,Thar Hassan power station - Unit 3,Thar Hassan power station,inactive,coal-unspecified,subcritical,250,MW,PAK,PAK-SD,24.7,70.2,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054566U003,TZPWR2403000054566,Thar Hassan power station - Unit 4,Thar Hassan power station,inactive,coal-unspecified,subcritical,250,MW,PAK,PAK-SD,24.7,70.2,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054567U000,TZPWR2403000054567,Thar solar project,Thar solar project,operating,NA,photovoltaic-unspecified,5,MWp/dc,PAK,PAK-SD,24.798,70.392,approximate,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054568U000,TZPWR2403000054568,Thatta (ACT) solar farm,Thatta (ACT) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-SD,24.8553,67.2129,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054569U000,TZPWR2403000054569,Thatta (ET) solar farm,Thatta (ET) solar farm,planned,NA,photovoltaic-unspecified,25,MW,PAK,PAK-SD,24.8553,67.2129,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054570U000,TZPWR2403000054570,Thatta (Siachen) solar farm - 1,Thatta (Siachen) solar farm,planned,NA,photovoltaic-unspecified,100,MW,PAK,PAK-SD,24.5485,67.6259,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054570U001,TZPWR2403000054570,Thatta (Siachen) solar farm - 2,Thatta (Siachen) solar farm,planned,NA,photovoltaic-unspecified,100,MW,PAK,PAK-SD,24.5485,67.6259,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054571U000,TZPWR2403000054571,Trans Atlantic wind farm,Trans Atlantic wind farm,planned,NA,wind-onshore,48,MW,PAK,PAK-SD,24.9353,67.8001,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054572U000,TZPWR2403000054572,Tricom wind farm,Tricom wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1118,68.0648,exact,NA,NA,NA,NA,01/01/2021,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054573U000,TZPWR2403000054573,Trimmu power station - 1,Trimmu power station,operating,liquified-natural-gas,combined-cycle,1263,MW,PAK,PAK-PB,31.116943,72.188502,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054574U000,TZPWR2403000054574,Tungas hydroelectric plant,Tungas hydroelectric plant,committed,water,hydro-reservoir,2200,MW,PAK,PAK-NA,35.7413,74.6247,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054575U000,TZPWR2403000054575,Turtonas-Uzghor hydroelectric plant,Turtonas-Uzghor hydroelectric plant,committed,water,hydro-run-of-river,82,MW,PAK,PAK-NW,35.8509,71.7902,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Golen Gol River,pre_construction
TZPWR2403000054576U000,TZPWR2403000054576,UEP wind farm,UEP wind farm,operating,NA,wind-onshore,99,MW,PAK,PAK-SD,25.106,67.837,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054577U000,TZPWR2403000054577,Uch power station - 1,Uch power station,operating,natural-gas,combined-cycle,586,MW,PAK,PAK-BA,28.582708,68.176209,exact,diesel,NA,NA,NA,01/01/2000,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054577U001,TZPWR2403000054577,Uch power station - 2,Uch power station,operating,natural-gas,combined-cycle,404,MW,PAK,PAK-BA,28.582708,68.176209,exact,diesel,NA,NA,NA,01/01/2014,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054578U000,TZPWR2403000054578,Upper Palas Valley hydroelectric plant,Upper Palas Valley hydroelectric plant,committed,water,hydro-reservoir,157,MW,PAK,PAK-NW,35.1035,72.9998,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054579U000,TZPWR2403000054579,Upper Spat Gah hydroelectric plant,Upper Spat Gah hydroelectric plant,committed,water,hydro-reservoir,252,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054580U000,TZPWR2403000054580,Vehari power station - --,Vehari power station,inactive,coal-unspecified,coal-unspecified,220,MW,PAK,PAK-PB,30.047,72.331,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054581U000,TZPWR2403000054581,Warsak hydroelectric plant,Warsak hydroelectric plant,operating,water,hydro-reservoir,243,MW,PAK,PAK-TA,34.1642,71.3591,exact,NA,NA,NA,NA,01/01/1960,,,FALSE,,,FALSE,,,,Kabul River,operating
TZPWR2403000054582U000,TZPWR2403000054582,Western Energy wind farm,Western Energy wind farm,planned,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1854,68.0447,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054583U000,TZPWR2403000054583,Wikov wind farm,Wikov wind farm,inactive,NA,wind-onshore,50,MW,PAK,PAK-SD,24.9102,67.786,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054584U000,TZPWR2403000054584,Yulbo hydroelectric plant,Yulbo hydroelectric plant,committed,water,hydro-reservoir,2800,MW,PAK,PAK-NA,35.6533,75.0192,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Astak Nala,pre_construction
TZPWR2403000054585U000,TZPWR2403000054585,Yunus Energy wind farm,Yunus Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1459,67.9497,exact,NA,NA,NA,NA,01/01/2016,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054586U000,TZPWR2403000054586,Zephyr wind farm,Zephyr wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.7045,67.4773,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054587U000,TZPWR2403000054587,Zorlu Energy wind farm - 2,Zorlu Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.057,67.9848,exact,NA,NA,NA,NA,01/01/2012,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054588U000,TZPWR2403000054588,Zorlu solar farm - 1,Zorlu solar farm,planned,NA,photovoltaic-unspecified,100,MW,PAK,PAK-PB,29.277,71.7983,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054588U001,TZPWR2403000054588,Zorlu solar farm - 2,Zorlu solar farm,inactive,NA,photovoltaic-unspecified,100,MW,PAK,PAK-PB,29.277,71.7983,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054588U002,TZPWR2403000054588,Zorlu solar farm - 3,Zorlu solar farm,inactive,NA,photovoltaic-unspecified,100,MW,PAK,PAK-PB,29.277,71.7983,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved